id,abv,available,description,glass,ibu,isOrganic,name,originalGravity,srm
90,7.5,"Available at the same time of year, every year.","Squeeze those hops for all they’re worth and prepare to pucker up: Nugget Nectar Ale, will take hopheads to nirvana with a heady collection of Nugget, Warrior and Tomahawk hops. Starting with the same base ingredients of our flagship HopBack Amber Ale, Nugget Nectar intensifies the malt and hop flavors to create an explosive hop experience.",Pint,93.0,N,Nugget Nectar,1.048,14
91,11.0,Limited availability.,"Partridge in a Pear Tree is the first in the 12 Days/Years of Christmas Series. Brewed in the style of a Belgian-style Dark Strong Ale, brewed with our brewery-made dark candi sugar, Munich and Vienna malts. Dark brown in color, fruity and complex with a rich malt backbone. This is a simple yet immensely complex beer meant to be savored and shared with friends and family.",Tulip,20.0,N,A Partridge in a Pear Tree,1.064,20
92,5.5,Available year round as a staple beer.,This beer is a very bitter West CoastIPA. It has very low malt character and lots of citrus flavor. It creates an explosion of hops in your mouth!,Pint,100.0,N,420 IPA,1.06,8
93,4.5,Available during the summer months.,"Gose (“Gose-uh” as in “Rose” plus “uh”) is a nearly extinct German ale style enjoying a craft beer revival. It is a (Sam) wheat beer soured by lactobacillus bacteria (commonly used in making yogurt), lightly hopped and boiled with an addition of coriander and salt. The citrusy flavor and aroma are reminiscent of grapefruit or lemon. A slight salinity is evident in the dry finish. This flavorful rare and exotic beer is perfect on a hot summer day.",Pilsner,12.8,N,Gose Like Swayze,1.036,3
94,5.2,Available year round as a staple beer.,,Pint,30.0,N,Poppy Jasper Amber Ale,1.052,14
95,10.0,Limited availability.,"Heart of Gold is our Wheatwine, an American take on the classic Barleywine. Brewed to ""wine strength"" but with a malt bill full of wheat, Heart of Gold has a beautiful tawny color from its extended boil. Flavors of molasses, brown sugar, and honey covered biscuits are characters of the maltiness that are accentuated by the fruity and nutty yeast that was used to fermented it to 10% ABV. American hops balance the bold body with their clean bitterness and citrus forward flavor.",Snifter,80.0,Y,Heart of Gold,1.088,15
96,7.0,Available year round as a staple beer.,,,55.0,N,Hop on Top,1.06,6
97,5.2,Available year round as a staple beer.,"We always wanted to make a year-round German-style Pilsner. Both because it tastes great and it’s a favorite of ours. We import bagged German Pilsner malt and manually add 3,300 pounds to each batch because we believe that’s what it takes to make a great German pilsner. We source all Hallertau Hersbrucker hops, which we prize for their mix of floral and “Noble” notes. Then we wait. This beer is unfiltered, so we rely on natural lagering techniques (i.e. long times and cold temperatures) to get this beer as bright as sunshine.

Liquid sunshine - our traditional German lager.",Pilsner,35.0,N,Liquid Sunshine Pilsner,1.044,3
98,5.8,Available year round as a staple beer.,"Ah, yes, the humble and often overlooked brown ale! Here at Helms we love the rich, bready, and toffee like malt profile of this style. 6 different malts contribute to this complex medium bodied brew. We use just a touch of hops to provide a lovely counter point for the natural sweetness of barley. This beer pairs well with stews, BBQ, chili & chocolates of all types.",Pint,25.0,N,Brown Ale,1.04,15
99,7.2,Available year round as a staple beer.,,Pint,50.0,N,Distorter,1.04,26
100,10.7,Limited availability.,"Tear off your suit-and-tie straightjacket. Submerge yourself in the riches of an alternate life, outside the corporate fishbowl. Obscured in the depths of this Russian Imperial Stout is the dark fruit of shadowy contemplation. Linger too long, ponder too deeply, and you may find your humanity is indelibly etched with the inkblot that is your soul.",Tulip,98.0,N,B/A/Y/S V3.0 - Cabernet Sauvignon (Ghost 414),1.08,Over 40
101,4.3,Available year round as a staple beer.,Belgian inspired ultra-pale wheat ale that's brewed with coriander seed and bitter orange peel. A complex mix of fruit and spice flavors present over a light bodied malt backbone to produce a truly refreshing experience.,,11.0,N,WIT,1.044,4
102,5.2,Available year round as a staple beer.,"A tribute to the Pale Ales of the Pacific Northwest, our Stinger Pale Ale has a lovely deep golden color and lots of floral, citrusy hops. This ale has a very balanced and delicate aroma.",,35.0,N,Stinger Pale Ale,1.044,13
103,5.9,Available year round as a staple beer.,"Fine to medium carbonation forms an ample, buff colored head, showing caramel tones, toasted sesame and warm grain.

Sandi’s signature: Chocolate malt, Northern Brewers hops, South Dakota chokecherries and our well water.",Pint,30.0,N,Chokecherry Brown Ale,1.054,25
104,5.8,"Available at the same time of year, every year.","Mad Bishop, one of our most popular seasonal brews, has been haunting the congregation with its distinct copper color, rich toasted malt flavor and aroma, and 5.8% abv since it was first brewed in 1996. This true German-style Oktoberfest combines complex aromas and flavors of sweet and toasted malt, a smooth mouthfeel created by an 8 week lagering process, and a clean, crisp finish for a sermon that’s easy to swallow.",Pint,30.0,N,Mad Bishop,1.061,12
105,5.4,Available year round as a staple beer.,"Persephone (pronounced pur-SEF-uh-nee), the beautiful Goddess of Spring’s bounty, was long considered to be among the purest of all Olympians. One day, while gathering flowers in a field, Persephone was abducted by Hades, who whisked her away to the Underworld to be his Queen. Persephone’s mother, Goddess of the Harvest, was understandably despondent, wandering the Earth in search of her daughter. During that time, warmth disappeared, crops withered, and the land fell into a perpetual winter.

At some length, Hades was persuaded to surrender Persephone for one-half of every year –  the Spring and Summer seasons – so that flowers could bloom and the earth might bear fruit once more. To this day, the half-year that Persephone spends every twelve months in the Underworld inevitably hearkens the return of a cold and barren period.

At Legion Brewing, we just weren’t ready to capitulate to six months of frosty temperatures every year – we live in The South, you know! So we decided to do something about it: Hang on to the warmth of the seasons by brewing a Saison all year long… In tribute, we’re calling her ‘Persephone.’ (Saison – 5.4% ABV, 26 IBUs)

We believe that having a Saison on tap throughout the year will remind our customers of what they love about the warmer seasons. Even better, during Harvest periods – when fruits and berries are plentiful in our region – we’ll infuse Persephone with local flavors. We’re pretty sure Persephone’s Mom (the Goddess of grain, agriculture and fertility) would approve…",,26.0,N,Persephone,1.055,7
106,8.0,Available during the winter months.,"This Dark Belgian Strong Ale is brewed with the holiday season in mind. A combination of of Roasted Malts and Biscuit Malt add a warm bready  malt profile, while fresh ginger adds that holiday spice.",Tulip,21.0,N,Celebración,1.078,13
107,5.0,Available year round as a staple beer.,"Medium bodied pale, malt character derived from four different grains, with five hop varietals",Pint,35.0,N,Beyond The Pale Ale,1.044,14
108,6.5,"Available at the same time of year, every year.","A Saison brewed with our house saison culture and thoughtful addition of Szechuan peppercorns that enhance this bright, citrusy and floral Saison.",Tulip,20.0,N,Cetacea Szechuan Peppercorn Saison,1.056,5
109,5.0,Available year round as a staple beer.,"Brewed right in the Canadian Rockies, Project 9 is a true Bavarian Pilsner with exceptional continental hop flavour that can only be achieved by a selection of fine noble hops including the Saaz variety. The use of Munich, Pilsner and Pale western Canadian malts and time honoured brewing methods produces a clean, crisp Bavarian Pilsner that is truly transcendent.

People’s Choice Award for Best Beer at the Okanagan Fest of Ale 2014 & Silver Award at Calgary BeerFest!",,35.0,N,Project 9 Pils,1.044,3
110,7.2,Available year round as a staple beer.,"This forward ale offers a bouquet of hops from both England and North America. The light straw color is indicative of its light malt profile, allowing for a more forward hop experience.",,80.0,Y,Rainy Day IPA,1.06,6
111,6.3,Available year round as a staple beer.,Our 2010 GABF-winning India Pale Ale is dry-hopped with Columbus and Cascade hops right before being transferred into the serving vessel. This isn't East-coast or West-coast style IPA but rather pure Rocky Mountain gold.,Pint,70.0,N,Himalayan IPA,1.06,13
112,5.5,Available during the summer months.,"A German hefeweizen brewed with juniper berries, corriander, and a few other tricks we have up our sleeve. This beer is brewed with a wheat yeast strain that is classified as “Mid-fermenting”  This yeast along with a recipe composed of 60% wheat malt provides this beer with a characteristic cloudy appearance .",Weizen,5.0,N,Hefe-Wheat,1.047,6
113,5.0,Available year round as a staple beer.,,Pint,18.0,N,Couch Select Lager,1.044,4
114,4.8,Available year round as a staple beer.,"A honey rye ale brewed with the finest Wisconsin malt, hops, honey, rye and yeast.",Pilsner,19.0,N,The Bee's Knees,1.03,6
115,7.5,Available year round as a staple beer.,"A slightly more malt-forward version of the Thunderbeast, this beer still packs a ton of citrus and tropical fruits into the nose, but has a lightly sweet, malty backbone that provides a balanced drinking experience. Brewed with Falconer’s Flight hops, a portion of the sales of these hops go to the Glen Falconer Foundation, a non-profit dedicated to furthering the craft beer community by providing educational scholarships to brewers.",Pint,75.0,N,Rough & Ready,1.07,25
