time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-04T23:52:46.622Z,64.9848,-147.2653,3,1.6,ml,,,,0.6,ak,ak19709299,2018-06-04T23:57:20.441Z,"24km NNE of Badger, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-06-04T23:51:20.350Z,19.4248333,-155.2046661,3.67,2.06,ml,14,142,0.05314,0.16,hv,hv70232702,2018-06-04T23:57:01.130Z,"3km E of Volcano, Hawaii",earthquake,0.75,3.88,0.18,4,automatic,hv,hv
2018-06-04T23:47:05.920Z,33.5115,-116.7993333,4.41,0.65,ml,27,46,0.07466,0.21,ci,ci37956935,2018-06-05T12:44:43.210Z,"10km NE of Aguanga, CA",earthquake,0.29,0.69,0.109,15,reviewed,ci,ci
2018-06-04T23:46:11.480Z,19.4046669,-155.2751617,0.81,1.75,md,15,63,0.009361,0.18,hv,hv70232677,2018-06-04T23:49:14.960Z,"4km SW of Volcano, Hawaii",earthquake,0.31,0.36,0.2,11,automatic,hv,hv
2018-06-04T23:42:44.570Z,19.392334,-155.2599945,2.68,1.8,ml,9,78,0.008187,0.22,hv,hv70232662,2018-06-04T23:48:24.740Z,"4km SSW of Volcano, Hawaii",earthquake,0.74,0.78,0.12,5,automatic,hv,hv
2018-06-04T23:37:09.650Z,19.1016674,-154.7088318,6.07,1.96,md,9,314,0.6035,0.14,hv,hv70232652,2018-06-04T23:40:31.200Z,"46km SSE of Leilani Estates, Hawaii",earthquake,12.26,12.14,0.05,6,automatic,hv,hv
2018-06-04T23:34:42.060Z,19.4126663,-155.2781677,0.9,1.83,ml,17,59,0.007484,0.12,hv,hv70232642,2018-06-04T23:40:24.470Z,"4km WSW of Volcano, Hawaii",earthquake,0.22,0.25,0.23,8,automatic,hv,hv
2018-06-04T23:24:30.879Z,61.1916,-140.6988,0,1.3,ml,,,,0.46,ak,ak19709286,2018-06-04T23:28:25.943Z,"157km NE of Cape Yakataga, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-06-04T23:17:42.490Z,19.416666,-155.2743378,0.95,1.75,md,10,98,0.008614,0.07,hv,hv70232602,2018-06-04T23:20:40.380Z,"4km WSW of Volcano, Hawaii",earthquake,0.24,0.44,0.22,7,automatic,hv,hv
2018-06-04T23:17:28.220Z,19.4003334,-155.289505,1.96,1.89,ml,11,104,0.01557,0.16,hv,hv70232597,2018-06-04T23:23:07.870Z,"6km WSW of Volcano, Hawaii",earthquake,0.55,0.76,0.17,7,automatic,hv,hv
2018-06-04T23:16:44.670Z,36.8168,-97.6205,4.86,2.9,mb_lg,,44,0.194,0.23,us,us1000einw,2018-06-05T00:51:37.922Z,"10km E of Medford, Oklahoma",earthquake,1,3.1,0.056,83,reviewed,us,us
2018-06-04T23:15:46.390Z,33.9521667,-116.7,12.01,0.9,ml,20,111,0.09638,0.14,ci,ci37956927,2018-06-05T12:43:37.167Z,"9km ENE of Cabazon, CA",earthquake,0.3,0.98,0.274,26,reviewed,ci,ci
2018-06-04T23:13:39.890Z,19.4058342,-155.2681732,0.89,1.99,md,11,98,0.007818,0.13,hv,hv70232592,2018-06-04T23:16:41.890Z,"4km SW of Volcano, Hawaii",earthquake,0.28,0.3,0.43,9,automatic,hv,hv
2018-06-04T22:53:45.870Z,18.995,-67.3925,5,3.02,md,8,318,0.5978,0.32,pr,pr2018155009,2018-06-05T00:21:01.717Z,"63km NNW of San Antonio, Puerto Rico",earthquake,2.85,2.75,0.22,7,reviewed,pr,pr
2018-06-04T22:52:56.920Z,19.4136658,-155.2776642,1.19,2.1,ml,25,45,0.007257,0.28,hv,hv70232517,2018-06-04T22:58:39.390Z,"4km WSW of Volcano, Hawaii",earthquake,0.4,0.29,0.32,12,automatic,hv,hv
2018-06-04T22:49:26.720Z,65.0237,-51.7818,10,4.5,mb,,47,2.037,0.73,us,us1000einu,2018-06-05T12:27:38.524Z,"68km SE of Maniitsoq, Greenland",earthquake,7,1.9,0.074,53,reviewed,us,us
2018-06-04T22:49:20.920Z,19.3771667,-155.2158356,25.6,2,ml,10,306,0.04531,0.29,hv,hv70232507,2018-06-04T22:55:09.360Z,"6km SSE of Volcano, Hawaii",earthquake,9.16,3.26,0.1,4,automatic,hv,hv
2018-06-04T22:43:36.260Z,19.3991661,-155.2566681,0.38,1.99,ml,9,132,0.008886,0.13,hv,hv70232487,2018-06-04T22:49:20.610Z,"4km SSW of Volcano, Hawaii",earthquake,0.29,0.33,0.59,3,automatic,hv,hv
2018-06-04T22:41:39.790Z,19.3886662,-155.2701721,0.16,1.75,md,11,100,0.007428,0.22,hv,hv70232482,2018-06-04T22:44:40.960Z,"5km SW of Volcano, Hawaii",earthquake,0.29,0.37,0.15,9,automatic,hv,hv
2018-06-04T22:41:12.550Z,19.3939991,-155.2688293,0.32,1.77,ml,6,169,0.004744,0.12,hv,hv70232477,2018-06-04T22:46:52.840Z,"5km SW of Volcano, Hawaii",earthquake,0.9,0.54,0.38,4,automatic,hv,hv
2018-06-04T22:40:06.860Z,19.3885002,-155.2794952,1.17,1.83,ml,10,110,0.002868,0.2,hv,hv70232467,2018-06-04T22:45:47.800Z,"6km SW of Volcano, Hawaii",earthquake,0.52,0.33,0.26,7,automatic,hv,hv
2018-06-04T22:37:42.560Z,19.4383335,-155.2613373,2.15,1.94,ml,9,297,0.0127,0.08,hv,hv70232462,2018-06-04T22:43:23.560Z,"2km WNW of Volcano, Hawaii",earthquake,0.77,0.46,0.32,3,automatic,hv,hv
2018-06-04T22:36:31.280Z,19.3238335,-155.1378326,4.9,1.76,md,27,138,0.03866,0.19,hv,hv70232457,2018-06-04T22:39:49.590Z,"15km SE of Volcano, Hawaii",earthquake,0.48,0.75,0.18,8,automatic,hv,hv
2018-06-04T22:29:24.030Z,19.4214993,-155.2734985,0.4,2.32,ml,17,93,0.005037,0.15,hv,hv70232432,2018-06-04T22:35:04.660Z,"3km WSW of Volcano, Hawaii",earthquake,0.26,0.18,0.21,10,automatic,hv,hv
2018-06-04T22:26:55.620Z,19.1376,-66.2593,27,2.75,md,5,307,0.7136,0.19,pr,pr2018155008,2018-06-05T00:20:53.770Z,"74km N of Brenas, Puerto Rico",earthquake,1.39,10.95,0.14,4,reviewed,pr,pr
2018-06-04T22:25:24.810Z,37.452,-116.8419,11.6,0.2,ml,4,304.39,0.323,0.1202,nn,nn00638230,2018-06-04T23:16:22.115Z,"44km SE of Goldfield, Nevada",earthquake,,50.5,0.46,4,reviewed,nn,nn
2018-06-04T22:25:21.600Z,33.4946667,-116.7843333,4.3,0.56,ml,20,48,0.08075,0.17,ci,ci37956911,2018-06-05T12:43:56.170Z,"9km NE of Aguanga, CA",earthquake,0.26,0.61,0.098,16,reviewed,ci,ci
2018-06-04T22:23:20.830Z,33.5085,-116.7981667,4.92,0.5,ml,18,91,0.07619,0.1,ci,ci37956903,2018-06-05T12:43:56.887Z,"10km NE of Aguanga, CA",earthquake,0.22,0.87,0.123,18,reviewed,ci,ci
2018-06-04T22:22:47.840Z,35.8613333,-117.7633333,9.55,0.6,ml,7,79,0.05268,0.07,ci,ci37956895,2018-06-05T12:44:11.632Z,"15km ESE of Little Lake, CA",earthquake,0.27,0.94,0.197,4,reviewed,ci,ci
2018-06-04T22:21:43.820Z,19.4125004,-155.2741699,0.8,1.7,ml,16,51,0.01068,0.1,hv,hv70232407,2018-06-04T22:27:24.500Z,"4km WSW of Volcano, Hawaii",earthquake,0.18,0.25,0.26,6,automatic,hv,hv
2018-06-04T22:21:27.650Z,19.3934994,-155.25,3.08,2.1,ml,9,208,0.008043,0.15,hv,hv70232402,2018-06-04T22:27:05.100Z,"4km SSW of Volcano, Hawaii",earthquake,1.69,0.48,0.34,6,automatic,hv,hv
2018-06-04T22:18:07.360Z,19.4095001,-155.2768402,0.77,1.84,md,17,81,0.01062,0.1,hv,hv70232397,2018-06-04T22:21:08.890Z,"4km WSW of Volcano, Hawaii",earthquake,0.22,0.31,0.43,13,automatic,hv,hv
2018-06-04T22:16:35.650Z,38.8218346,-122.8128357,3.1,0.9,md,16,80,0.002661,0.02,nc,nc73025551,2018-06-04T22:18:10.907Z,"7km NW of The Geysers, CA",earthquake,0.36,0.83,0.02,3,automatic,nc,nc
2018-06-04T22:11:43.780Z,32.5504,-4.5086,10,4.3,mb,,126,2.554,0.94,us,us1000ein5,2018-06-04T22:58:55.040Z,"22km S of Amersid, Morocco",earthquake,9.3,1.9,0.081,43,reviewed,us,us
2018-06-04T22:07:01.150Z,44.1768333,-113.9835,3.51,1.29,ml,7,106,0.438,0.18,mb,mb80296194,2018-06-05T14:54:14.140Z,"41km SSE of Challis, Idaho",earthquake,0.9,3.93,0.357,4,reviewed,mb,mb
2018-06-04T22:04:47.800Z,19.4025002,-155.2943268,-1.07,1.91,ml,13,68,0.01791,0.14,hv,hv70232352,2018-06-04T22:10:29.910Z,"6km WSW of Volcano, Hawaii",earthquake,0.18,0.37,0.13,6,automatic,hv,hv
2018-06-04T21:59:01.127Z,36.3942,-117.4235,7.9,0.7,ml,7,279.26,0.488,0.2019,nn,nn00638227,2018-06-04T23:10:10.219Z,"61km ESE of Lone Pine, California",earthquake,,19.6,0.08,5,reviewed,nn,nn
2018-06-04T21:52:57.380Z,19.416,-155.2751667,0.96,2.43,ml,20,40,0.008589,0.08,hv,hv70232327,2018-06-05T02:13:37.040Z,"4km WSW of Volcano, Hawaii",earthquake,0.17,0.13,0.127,31,reviewed,hv,hv
2018-06-04T21:52:08.980Z,19.4136658,-155.2590027,1.48,1.82,md,11,167,0.001774,0.1,hv,hv70232322,2018-06-04T21:55:11.510Z,"2km SW of Volcano, Hawaii",earthquake,0.5,0.26,0.11,7,automatic,hv,hv
2018-06-04T21:48:46.870Z,38.7985,-122.8955,6.41,0.72,md,19,190,0.01759,0.05,nc,nc73025546,2018-06-05T15:34:01.710Z,"11km E of Cloverdale, CA",earthquake,0.63,0.37,0.154,3,reviewed,nc,nc
2018-06-04T21:46:09.040Z,34.153,-117.4768333,5.81,1.66,ml,48,28,0.0569,0.17,ci,ci37956855,2018-06-04T21:57:31.840Z,"6km NNW of Fontana, CA",earthquake,0.19,0.58,0.19,26,automatic,ci,ci
2018-06-04T21:40:10.830Z,19.3938332,-155.2833405,1.13,2.07,ml,14,117,0.007423,0.18,hv,hv70232287,2018-06-04T21:45:58.120Z,"6km SW of Volcano, Hawaii",earthquake,0.39,0.26,0.2,7,automatic,hv,hv
2018-06-04T21:37:19.460Z,19.4231663,-155.2964935,0.11,2.47,ml,21,78,0.005485,0.21,hv,hv70232282,2018-06-04T21:43:00.220Z,"6km W of Volcano, Hawaii",earthquake,0.33,0.24,0.34,13,automatic,hv,hv
2018-06-04T21:36:16.300Z,19.366333,-155.2936707,1.12,1.82,ml,13,278,0.02305,0.19,hv,hv70232277,2018-06-04T21:41:56.060Z,"9km SW of Volcano, Hawaii",earthquake,1.14,0.79,0.25,9,automatic,hv,hv
2018-06-04T21:32:07.362Z,62.9927,-149.4679,70,1.3,ml,,,,0.56,ak,ak19708633,2018-06-04T21:39:31.870Z,"51km SSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-06-04T21:29:22.780Z,19.3881664,-155.2806702,0.64,2,md,9,136,0.001902,0.21,hv,hv70232262,2018-06-04T21:32:23.720Z,"6km SW of Volcano, Hawaii",earthquake,0.72,0.8,0.32,8,automatic,hv,hv
2018-06-04T21:25:18.250Z,33.5113333,-116.4941667,14.22,0.54,ml,22,87,0.05538,0.14,ci,ci37956847,2018-06-04T21:28:49.608Z,"17km ESE of Anza, CA",earthquake,0.4,0.56,0.122,11,automatic,ci,ci
2018-06-04T21:20:28.700Z,-12.873,45.6425,10,4.9,mb,,52,6.297,0.79,us,us1000eimm,2018-06-04T21:40:47.040Z,"40km ESE of Pamandzi, Mayotte",earthquake,2.9,1.9,0.072,61,reviewed,us,us
2018-06-04T21:19:00.995Z,59.3346,-153.3752,114.9,1.5,ml,,,,0.64,ak,ak19708632,2018-06-04T21:25:09.561Z,"98km ESE of Old Iliamna, Alaska",earthquake,,1.9,,,automatic,ak,ak
2018-06-04T21:04:37.120Z,19.4178333,-155.2723389,0.5,1.7,ml,15,73,0.008483,0.22,hv,hv70232182,2018-06-04T21:10:25.090Z,"3km WSW of Volcano, Hawaii",earthquake,0.32,0.35,0.16,6,automatic,hv,hv
2018-06-04T20:55:05.740Z,19.3996658,-155.254837,-0.27,2.61,ml,32,56,0.01066,0.18,hv,hv70232157,2018-06-04T21:00:47.010Z,"3km SSW of Volcano, Hawaii",earthquake,0.2,0.21,0.39,22,automatic,hv,hv
2018-06-04T20:45:58.310Z,33.5175,-116.4541667,7.59,0.21,ml,16,175,0.0245,0.12,ci,ci37956823,2018-06-04T22:48:45.815Z,"21km ESE of Anza, CA",earthquake,0.36,0.56,0.102,8,reviewed,ci,ci
2018-06-04T20:43:46.510Z,19.4249992,-155.2371674,-0.37,2.04,ml,19,149,0.02252,0.14,hv,hv70232137,2018-06-04T20:49:26.370Z,"0km S of Volcano, Hawaii",earthquake,0.25,0.32,0.31,11,automatic,hv,hv
2018-06-04T20:41:27.660Z,33.4521667,-116.5906667,7.44,0.48,ml,16,99,0.0435,0.07,ci,ci37956815,2018-06-05T12:46:01.638Z,"14km SE of Anza, CA",earthquake,0.2,0.29,0.208,14,reviewed,ci,ci
2018-06-04T20:30:43.380Z,33.4915,-116.7918333,4.2,0.36,ml,13,115,0.08665,0.08,ci,ci37956807,2018-06-04T20:34:16.379Z,"9km NE of Aguanga, CA",earthquake,0.24,0.5,0.114,10,automatic,ci,ci
2018-06-04T20:30:33.150Z,19.3855,-155.2906647,0.34,1.76,ml,13,168,0.008511,0.26,hv,hv70232112,2018-06-04T20:36:14.400Z,"7km SW of Volcano, Hawaii",earthquake,0.65,0.52,0.24,4,automatic,hv,hv
2018-06-04T20:24:26.080Z,19.4139996,-155.283493,0.81,1.88,ml,16,70,0.003688,0.08,hv,hv70232082,2018-06-04T21:53:22.875Z,"5km WSW of Volcano, Hawaii",earthquake,0.2,0.2,0.26,7,automatic,hv,hv
2018-06-04T20:23:23.009Z,38.5238,-118.4764,3.9,-0.3,ml,3,207.19,0.111,0.0108,nn,nn00638232,2018-06-04T23:25:36.689Z,"12km E of Hawthorne, Nevada",earthquake,,36.2,0,1,reviewed,nn,nn
2018-06-04T20:21:10.320Z,19.4155006,-155.2813263,1.09,2.09,ml,27,50,0.003385,0.16,hv,hv70232072,2018-06-04T20:26:51.580Z,"4km WSW of Volcano, Hawaii",earthquake,0.26,0.18,0.32,12,automatic,hv,hv
2018-06-04T20:18:57.070Z,19.309166,-155.1493378,6.46,2.28,ml,32,109,0.03005,0.19,hv,hv70232067,2018-06-04T20:24:35.390Z,"16km SE of Volcano, Hawaii",earthquake,0.57,0.74,0.23,6,automatic,hv,hv
2018-06-04T20:04:56.420Z,33.2535,-116.826,12.57,1.03,ml,36,53,0.059,0.17,ci,ci37956791,2018-06-05T12:46:53.370Z,"6km WNW of Lake Henshaw, CA",earthquake,0.23,0.58,0.148,24,reviewed,ci,ci
2018-06-04T19:58:36.230Z,35.0241667,-118.5596667,7.29,0.91,ml,15,77,0.1439,0.1,ci,ci37956783,2018-06-04T22:42:57.137Z,"16km SW of Tehachapi, CA",earthquake,0.17,1.22,0.224,10,reviewed,ci,ci
2018-06-04T19:53:34.390Z,-12.8573,45.6605,13.32,4.9,mb,,52,6.308,0.97,us,us1000eil0,2018-06-05T02:52:37.280Z,"41km E of Pamandzi, Mayotte",earthquake,9.8,4.3,0.065,74,reviewed,us,us
2018-06-04T19:41:43.510Z,19.4055004,-155.2968292,3.44,1.98,ml,12,160,0.02366,0.2,hv,hv70231957,2018-06-04T19:47:24.860Z,"6km WSW of Volcano, Hawaii",earthquake,0.88,1.63,0.27,7,automatic,hv,hv
2018-06-04T19:41:04.500Z,19.4538326,-155.3091736,1.06,2.1,ml,16,185,0.03684,0.27,hv,hv70231952,2018-06-04T19:46:43.150Z,"7km WNW of Volcano, Hawaii",earthquake,1.25,0.59,0.3,7,automatic,hv,hv
2018-06-04T19:27:03.600Z,35.6931667,-118.389,3.35,2.25,ml,30,72,0.03032,0.12,ci,ci37956727,2018-06-04T19:38:01.560Z,"6km ESE of Wofford Heights, CA",earthquake,0.22,0.41,0.222,26,automatic,ci,ci
2018-06-04T19:23:28.660Z,19.4044991,-155.2918396,-0.09,2.17,ml,18,67,0.015,0.13,hv,hv70231887,2018-06-04T19:29:06.400Z,"6km WSW of Volcano, Hawaii",earthquake,0.17,0.28,0.17,9,automatic,hv,hv
2018-06-04T19:22:33.590Z,18.4723,-66.282,118,2.77,md,17,216,0.2475,0.2,pr,pr2018155007,2018-06-04T20:52:14.349Z,"2km NW of Dorado, Puerto Rico",earthquake,1.48,0.81,0.34,15,reviewed,pr,pr
2018-06-04T19:18:09.570Z,19.5035,-155.4485016,-1.16,2.96,ml,10,213,0.08943,0.39,hv,hv70231872,2018-06-04T19:23:53.370Z,"23km WNW of Volcano, Hawaii",earthquake,4.28,5.99,3.98,13,automatic,hv,hv
2018-06-04T19:18:04.930Z,19.4123,-155.2807,-0.27,3.4,ml,,57,0.01,0.36,us,us1000eik6,2018-06-05T03:20:39.238Z,"4km WSW of Volcano, Hawaii",earthquake,1.4,9.5,3.3,36,reviewed,hv,hv
2018-06-04T19:18:03.150Z,19.4111667,-155.2828333,0.69,3.03,ml,22,67,0.006571,0.06,hv,hv70231877,2018-06-04T22:09:26.723Z,"5km WSW of Volcano, Hawaii",earthquake,0.18,0.16,0.135,39,reviewed,hv,hv
2018-06-04T19:17:10.020Z,19.4009991,-155.2785034,0.78,1.87,ml,17,66,0.007241,0.12,hv,hv70231862,2018-06-04T19:22:49.870Z,"5km SW of Volcano, Hawaii",earthquake,0.25,0.18,0.24,7,automatic,hv,hv
2018-06-04T19:13:42.780Z,33.8853333,-118.5773333,11.28,1.95,ml,28,166,0.1399,0.26,ci,ci37956703,2018-06-04T19:17:29.236Z,"15km WSW of El Segundo, CA",earthquake,0.67,0.98,0.138,27,automatic,ci,ci
2018-06-04T19:09:39.680Z,19.3939991,-155.2619934,-0.74,2.05,ml,9,155,0.01108,0.16,hv,hv70231842,2018-06-04T19:15:31.780Z,"4km SSW of Volcano, Hawaii",earthquake,0.5,0.34,0.29,13,automatic,hv,hv
2018-06-04T19:09:38.990Z,19.4013329,-155.255661,0.47,2.16,ml,21,95,0.01026,0.1,hv,hv70231837,2018-06-04T19:15:24.520Z,"3km SSW of Volcano, Hawaii",earthquake,0.17,0.18,0.28,13,automatic,hv,hv
2018-06-04T19:06:03.750Z,48.5901667,-123.0035,15.01,0.35,md,7,133,0.04474,0.08,uw,uw61396186,2018-06-04T19:40:47.410Z,"6km N of Friday Harbor, Washington",earthquake,0.37,0.55,0.071,4,reviewed,uw,uw
2018-06-04T19:03:20.240Z,46.0023333,-112.4648333,-2,1.44,ml,8,113,0.065,0.07,mb,mb80296089,2018-06-04T19:24:43.110Z,"5km E of Butte, Montana",quarry blast,0.45,31.61,0.08,3,reviewed,mb,mb
2018-06-04T19:02:19.520Z,19.4009991,-155.2661591,0.64,1.92,ml,16,91,0.002745,0.16,hv,hv70231812,2018-06-04T19:08:00.190Z,"4km SW of Volcano, Hawaii",earthquake,0.22,0.3,0.3,7,automatic,hv,hv
2018-06-04T18:59:57.890Z,19.4093342,-155.2866669,0.61,1.71,ml,10,161,0.008632,0.14,hv,hv70231802,2018-06-04T19:05:38.810Z,"5km WSW of Volcano, Hawaii",earthquake,0.52,0.19,0.13,3,automatic,hv,hv
2018-06-04T18:57:00.530Z,19.4036674,-155.2776642,0.63,2.56,ml,32,53,0.009087,0.23,hv,hv70231797,2018-06-04T19:02:40.550Z,"5km SW of Volcano, Hawaii",earthquake,0.29,0.16,0.32,19,automatic,hv,hv
2018-06-04T18:51:59.810Z,-12.8737,45.6486,10,4.8,mb,,46,6.295,0.74,us,us1000eijm,2018-06-04T19:48:36.534Z,"40km ESE of Pamandzi, Mayotte",earthquake,6.1,1.9,0.107,27,reviewed,us,us
2018-06-04T18:49:40.170Z,19.4063339,-155.2559967,1.43,1.89,ml,13,111,0.006795,0.24,hv,hv70231777,2018-06-04T18:55:22.040Z,"3km SW of Volcano, Hawaii",earthquake,0.57,0.57,0.39,7,automatic,hv,hv
2018-06-04T18:49:00.920Z,19.4090004,-155.2958374,3.01,1.79,ml,15,142,0.0127,0.25,hv,hv70231772,2018-06-04T18:54:42.810Z,"6km WSW of Volcano, Hawaii",earthquake,0.54,0.77,0.3,5,automatic,hv,hv
2018-06-04T18:47:24.100Z,19.4173336,-155.2948303,3.99,1.88,ml,16,127,0.005009,0.18,hv,hv70231767,2018-06-04T18:53:03.740Z,"6km WSW of Volcano, Hawaii",earthquake,1.06,0.58,0.29,9,automatic,hv,hv
2018-06-04T18:45:29.330Z,19.4055004,-155.253006,0.27,1.92,ml,17,116,0.009219,0.18,hv,hv70231762,2018-06-04T18:51:09.090Z,"3km SSW of Volcano, Hawaii",earthquake,0.32,0.25,0.21,7,automatic,hv,hv
2018-06-04T18:42:32.180Z,19.3955002,-155.2543335,0.38,2.88,ml,18,93,0.01034,0.19,hv,hv70231757,2018-06-04T18:48:13.150Z,"4km SSW of Volcano, Hawaii",earthquake,0.31,0.22,0.39,15,automatic,hv,hv
2018-06-04T18:41:30.570Z,19.4003334,-155.255661,0.24,2.67,ml,36,45,0.01001,0.25,hv,hv70231752,2018-06-04T19:03:24.874Z,"3km SSW of Volcano, Hawaii",earthquake,0.23,0.24,2.12,22,automatic,hv,hv
2018-06-04T18:39:01.540Z,19.4305,-155.2566681,0.8,2,ml,7,213,0.008448,0.07,hv,hv70231737,2018-06-04T18:44:48.720Z,"1km W of Volcano, Hawaii",earthquake,0.9,0.22,0.5,4,automatic,hv,hv
2018-06-04T18:38:21.069Z,64.9491,-149.0723,16.6,1.7,ml,,,,0.75,ak,ak19707993,2018-06-04T18:45:18.271Z,"41km N of North Nenana, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-06-04T18:37:04.330Z,19.4006672,-155.2568359,0.48,2.27,ml,18,102,0.009009,0.11,hv,hv70231732,2018-06-04T18:42:46.190Z,"3km SSW of Volcano, Hawaii",earthquake,0.19,0.27,0.44,11,automatic,hv,hv
2018-06-04T18:33:13.660Z,44.1393333,-110.3143333,6.28,0.91,md,10,162,0.2533,0.21,uu,uu60284712,2018-06-04T20:51:17.600Z,"54km SE of Old Faithful Geyser, Wyoming",earthquake,0.97,3.12,0.115,4,reviewed,uu,uu
2018-06-04T18:30:13.520Z,19.3916664,-155.2785034,0.69,1.7,ml,14,128,0.005883,0.29,hv,hv70231717,2018-06-04T18:36:05.750Z,"6km SW of Volcano, Hawaii",earthquake,0.76,0.49,0.2,4,automatic,hv,hv
2018-06-04T18:24:37.410Z,-7.055,123.2039,628.69,5.3,mww,,43,1.839,0.7,us,us1000eiiy,2018-06-05T17:40:41.040Z,"165km NNE of Palue, Indonesia",earthquake,9.7,5.2,0.071,19,reviewed,us,us
2018-06-04T18:20:04.548Z,37.1601,-117.5529,9.6,0.7,ml,13,164.33,0.104,0.1146,nn,nn00638131,2018-06-04T18:48:15.218Z,"65km E of Big Pine, California",earthquake,,2.2,0.23,9,reviewed,nn,nn
2018-06-04T18:10:35.980Z,46.873,-112.5211667,13.55,1.4,ml,12,103,0.124,0.1,mb,mb80296074,2018-06-04T19:31:52.880Z,"15km SE of Lincoln, Montana",earthquake,0.37,0.59,0.051,2,reviewed,mb,mb
