subject,body,spam
new meter number,"please be advised , as discussed in the morning meeting this morning , that
tetco enerfin ' s new meter 98 - 0439 will not be operable until october 2 ,
2000 . this meter is assisgned to me .
thanks
- jackie -
3 - 9497
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 09 / 28 / 2000 09 : 05
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : pat clynes @ enron 09 / 12 / 2000 08 : 52 am
to : aimee lannou / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect , jackie
young / hou / ect @ ect , robert e lloyd / hou / ect @ ect , tom acton / corp / enron @ enron ,
sabrae zajac / hou / ect @ ect , mark mccoy / corp / enron @ enron , clem
cernosek / hou / ect @ ect , robert cotten / hou / ect @ ect , eddie janzen / na / enron @ enron ,
mary poorman / na / enron @ enron , susan hadix / na / enron @ enron
cc : gary a hanks / hou / ect @ ect , earl tisdale / hou / ect @ ect , james
mckay / hou / ect @ ect , lauri a allen / hou / ect @ ect , daren j farmer / hou / ect @ ect ,
edward d gottlob / hou / ect @ ect , liz bellamy / na / enron @ enron
subject : new meter number
tetco enerfin is going to be assigned meter # 0439 . activity will be
scheduled under this meter for october lst .
jackie young is assigned this meter . thanks , pat",0
hl & p flow,janet . attached are the most recent numbers .,0
your amazon . com order ( # 104 - 9670681 - 0325567 ),"greetings from amazon . com .
we thought you ' d like to know that we shipped your items today ,
and that this completes your order .
thanks for shopping at amazon . com , and we hope to see you again soon .
you can track the status of this order , and all your orders , online by
visiting "" your account "" page at http : / / www . amazon . com / your - account .
there you can :
* track order and shipment status
* review estimated delivery dates
* cancel unshipped items
* return items
* and do much more
the following items were included in this shipment :
qty item price shipped subtotal
1 dewalt dw 972 k - 2 12 volt 3 / 8 "" a $ 169 . 99 1 $ 169 . 99
item subtotal : $ 169 . 99
shipping & handling : $ 5 . 99
total : $ 175 . 98
paid via mastercard : $ 75 . 98
paid via gift certificate : 100 . 00 usd
( for privacy reasons , the recipient ' s address is not shown here . )
if you ' ve explored the links on "" your account "" page but still need to get in
touch with us about your order , e - mail us at orders @ amazon . com .
on your next visit to our web site , come see what ' s new for you by
clicking the link on the right - hand side of our home page , or by
visiting this url :
cs _ ae _ nfy
we ' ve selected an assortment of new releases , recommendations , and
informative articles that we think would appeal to you .
thank you for shopping at amazon . com .
amazon . com
earth ' s biggest selection
orders @ amazon . com http : / / www . amazon . com /
",0
re : defs 2001,"daren :
i needed the demand charge for april entered on supply deal 229758 . it can stay on sale deal 157278 if you want , but it will need to be changed to a negative demand charge .
megan
from : daren j farmer / enron @ enronxgate on 06 / 19 / 2001 03 : 24 pm
to : megan parker / corp / enron @ enron
cc :
subject : re : defs 2001
done .
- - - - - original message - - - - -
from : parker , megan
sent : tuesday , june 19 , 2001 3 : 12 pm
to : farmer , daren j .
subject : defs 2001
i have some changes to the defs deals for 2001 . we need to add demand fees for the over delivery and excess charges . i have attached the spreadsheets in case you need them .
prod . deal demand fee
feb 2001 157278 $ 11 , 903 . 17
march 2001 157278 $ 294 . 85
april 2001 229758 $ 308 . 53
> > >
thanks ,
megan",0
doc and merry byington ' s new son,"the message below was sent friday afternoon and came back with an incorrect
address . merry gave me the corrected e - mail address shown above .
new developments . merry and the baby went home this afternoon and he has now
been named . he is brandon aaron byington
hi there , darren & tonya ,
merry and doc had their new baby at 9 : 26 am yesterday . no name yet . they are
still trying to settle on one , so in the mean time , i ' m just calling him "" new
child "" byington .
he weighed 7 lbs 2 oz and was 19 1 / 4 "" long . merry , doc , and "" new child "" are
doing fine . doc was in there during the whole delivery ( c section ) so he says
he was a bit shakey there a time or two .
here are some digital camera pics i took when "" n . c . "" was less thasn an hour
old .
- attl . htm
- grndsnla . jpg
- grandsn 2 . jpg
- grandsn 3 . jpg
- grandsn 4 . jpg
- grandsn 5 . jpg",0
nomination 6 / 1 / 2000 - eastrans,"this is to nominate 32 , 800 mmbtu / d into eastrans effective 6 / 1 / 2000 .
redeliveries will be made as follows :
25 , 000 into pg & e at carthage
7 , 800 from fuels cotton valley
duke - residue sales = 4 , 520 mmbtu .",0
ena sales on hpl,"i am working on a project for brenda herod & was wondering if one of you
could tell me if i ' m on the right track & if this will get everything for
which she is looking .
she is trying to draft a long - term transport / storage agreement between ena &
hplc which will allow ena to move the gas to their markets . in order to
accomplish this , she needs to know all of the sales to customers that ena is
doing off of hpl ' s pipe .
i had scott mills run a report from sitara showing all ena buy / sell activity
on hpl since 7 / 99 . if i eliminate the buys & the desk - to - desk deals , will
this give me everything that i need ?
are there buy / sell deals done with ena on hpl ' s pipe that wouldn ' t show up in
sitara ? someone mentioned something about deals where hpl transports the gas
on it ' s own behalf then ena sells it to a customer at that same spot - -
? ? ? ? ? do deals like that happen ? would they show up in sitara ?
is there anything else that i ' m missing ? i ' m not real familiar with how some
of these deals happen nowadays so am very receptive to any
ideas / suggestions / help that you can offer ! ! !
thanks in advance .",0
"same day change - revision # 1 - enron nom for february 22 , 2001","( see attached file : hplno 222 . xls )
- hplno 222 . xls",0
march nominations at shell deer park,"- - - - - - - - - - - - - - - - - - - - - - forwarded by gary w lamphier / hou / ect on 02 / 22 / 2001
10 : 19 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" shankster jl ( luther ) "" on 02 / 22 / 2001 10 : 07 : 34 am
to : "" ' lamphier , gary ' ""
cc : "" carter , john "" , "" ricks , ruth ""
, kyle . r . lilly @ enron . com , mary . poorman @ enron . com
subject : march nominations at shell deer park
gary ,
march 2001 nominations for gas delivery to shell deer park are as follows :
firm baseload - 75 , 000 mmbtu / d
spot swing supply - 0 ( zero )
delivery of the above contract quantities is expected to be as follows :
hpl - hp hpl - e hpl - s
firm 15 , 000 mmbtu / d 25 , 000 mmbtu / d 35 , 000 mmbtu / d
turnaround activity started in january is expected to be completed in the
second half of march .
please let me know if you have any questions
j . luther shankster
energy & utilities planning
> phone : 713 / 277 - 9307
> fax : 713 / 277 - 9941
> e - mail : jlshankster @ equiva . com
> home page : http : / / rsweb
>",0
eastrans nomination change effective 8 / 3 / 00,"please decrease deliveries to eastrans to 7 , 800 mmbtu / dy for 8 / 3 / 00
the redeliveries will be 7 , 800 into hpl from fuels cotton valley",0
eastrans nomination effective 07 / 01 / 2000,"- - - - - forwarded by chad w . cass / gcs / cec / pec on 06 / 26 / 00 03 : 33 pm - - - - -
| - - - - - - - - + - - - - - - - - - - - - - - - - - - - - - - - >
| | william e . |
| | speckels |
| | |
| | 06 / 26 / 00 |
| | 03 : 21 pm |
| | |
| - - - - - - - - + - - - - - - - - - - - - - - - - - - - - - - - >
| |
| to : briley @ enron . com ,
dfarmer @ enron . com , |
| stacey . neuweiler @ enron . com , carlos . j . rodriguez @ enron . com , michael
r . |
| cherry / easttexas / pefs / pec @ pec , chad w . cass / gcs / cec / pec @ pec , julia
a . |
| urbanek / gcs / cec / pec @ pec , donna c . spencer / gcs / cec / pec @ pec , john
a . |
| bretz / gcs / cec / pec @ pec , bruce mcmills / ftworth / pefs / pec @ pec , marta
k |
|
henderson / houston / pefs / pec @ pec |
|
cc : |
| subject : eastrans nomination effective
07 / 01 / 2000 |
please nominate 32 , 800 mmbtu / d into eastrans effective 7 / 1 / 00 .
redeliveries will be made as follows :
25 , 000 mmbtu / d into pg & e
7 , 800 mmbtu / d from fuels cotton valley
sent on behalf of bruce mcmills .",0
"re : tuesday , december 26 th","mary - i can come in on tuesday .
mary poorman @ enron
12 / 20 / 2000 08 : 34 am
to : michael olsen / na / enron @ enron , tom acton / corp / enron @ enron , clem
cernosek / hou / ect @ ect , robert cotten / hou / ect @ ect , jackie young / hou / ect @ ect ,
sabrae zajac / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect , mark
mccoy / corp / enron @ enron , aimee lannou / hou / ect @ ect , mary
poorman / na / enron @ enron , eddie janzen / na / enron @ enron
cc : daren j farmer / hou / ect @ ect , lauri a allen / hou / ect @ ect
subject : tuesday , december 26 th
we will need a small staff to handle potential trades for wed . the 27 th .
most of the pipelines are out of the office , so i would expect the work load
to be minimal . i plan on coming in , and would like to have a minimum of
three on staff , so i need two volunteers ( one offsystem , just in case ) . if
anyone is going to be in town , please forward a number , in case we need to
call any additional people in , or have you work on a laptop from home . i
will get with you after the new year to make up the holiday you miss , or , you
can schedule your day now , i have the calendars . also , i will be out on
vacation friday , dec . 22 nd and will need someone to send the nominations to
the plants , i don ' t expect to have full system coverage , just hpl / hpl and
hpl / ena as needed . let me know if you are interested in learning how to do
this .
thank you ,
mary",0
"hpl nom for july 14 , 2000","( see attached file : hplo 714 . xls )
- hplo 714 . xls",0
deal 156071 feb 00,"daren ,
this is one of the deals which you told me to zero out . unfortunately , i do
not allocate pgev . also , sherlyn has actualized pgev and she has the
support from the pipeline for the 1746918 volume . please let me know if i
had missed something in our conversation . thanks
thu",0
mcnic / lyondell - nomination change - jan 2001,"- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 01 / 26 / 2001 08 : 14
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" kevin olson "" on 01 / 26 / 2001 08 : 19 : 12 am
to : "" amy lannou ""
cc : "" janice berke - davis ""
subject : mcnic / lyondell - nomination change - jan 2001
amy ,
please note that the mcnic noms for january , 2001 into the lyondell
channelview plant via hpl will changes accordingly :
jan 29 : from 10 , 000 mmbtu / day to zero .
jan 30 : from 10 , 000 mmbtu / day to zero .
jan 31 : from 10 , 000 mmbtu / day to zero .
please call should you have any questions .
thanks !
kevin e . olson
energy service providers , llp
1521 green oak place # 170
kingwood , texas 77339
phone : 281 - 359 - 4610
fax : 281 - 359 - 4656
email : olson @ espllp . com",0
